Crime Type,Victim Count,State/Territory,Year
Gambling,22,Puerto Rico,2018
Government Impersonation,0,Puerto Rico,2018
Hacktivist,60,Puerto Rico,2018
Harassment/Threats of Violence,1,Puerto Rico,2018
Health Care Related,0,Puerto Rico,2018
IPR/Copyright and Counterfeit,25,Puerto Rico,2018
Identity Theft,9,Puerto Rico,2018
Investment,12,Puerto Rico,2018
Lottery/Sweepstakes/Inheritance,4,Puerto Rico,2018
Malware/Scareware/Virus,22,Puerto Rico,2018
Misrepresentation,28,Puerto Rico,2018
No Lead Value,149,Puerto Rico,2018
Non-payment/Non-Delivery,47,Puerto Rico,2018
Other,23,Puerto Rico,2018
Overpayment,123,Puerto Rico,2018
Personal Data Breach,35,Puerto Rico,2018
Phishing/Vishing/Smishing/Pharming,10,Puerto Rico,2018
Ransomware,0,Puerto Rico,2018
Re-shipping,18,Puerto Rico,2018
Real Estate/Rental,22,Puerto Rico,2018
Spoofing,13,Puerto Rico,2018
Tech Support,3,Puerto Rico,2018
Social Media,111,Puerto Rico,2018
Virtual Currency,46,Puerto Rico,2018
Advanced Fee,40,Rhode Island,2018
BEC/EAC,115,Rhode Island,2018
Charity,0,Rhode Island,2018
Civil Matter,3,Rhode Island,2018
Confidence Fraud/Romance,51,Rhode Island,2018
Corporate Data Breach,6,Rhode Island,2018
Credit Card Fraud,35,Rhode Island,2018
Crimes Against Children,2,Rhode Island,2018
Criminal Forums,6,Rhode Island,2018
Denial of Service/TDos,32,Rhode Island,2018
Employment,132,Rhode Island,2018
Extortion,0,Rhode Island,2018
Gambling,27,Rhode Island,2018
Government Impersonation,0,Rhode Island,2018
Hacktivist,47,Rhode Island,2018
Harassment/Threats of Violence,4,Rhode Island,2018
Health Care Related,8,Rhode Island,2018
IPR/Copyright and Counterfeit,49,Rhode Island,2018
Identity Theft,6,Rhode Island,2018
Investment,14,Rhode Island,2018
Lottery/Sweepstakes/Inheritance,7,Rhode Island,2018
Malware/Scareware/Virus,10,Rhode Island,2018
Misrepresentation,131,Rhode Island,2018
No Lead Value,164,Rhode Island,2018
Non-payment/Non-Delivery,21,Rhode Island,2018
Other,42,Rhode Island,2018
Overpayment,155,Rhode Island,2018
Personal Data Breach,94,Rhode Island,2018
Phishing/Vishing/Smishing/Pharming,4,Rhode Island,2018
Ransomware,5,Rhode Island,2018
Re-shipping,38,Rhode Island,2018
Real Estate/Rental,41,Rhode Island,2018
Spoofing,25,Rhode Island,2018
Tech Support,0,Rhode Island,2018
Social Media,115,Rhode Island,2018
Virtual Currency,102,Rhode Island,2018
Advanced Fee,205,South Carolina,2018
BEC/EAC,201,South Carolina,2018
Charity,7,South Carolina,2018
Civil Matter,9,South Carolina,2018
Confidence Fraud/Romance,187,South Carolina,2018
Corporate Data Breach,21,South Carolina,2018
Credit Card Fraud,144,South Carolina,2018
Crimes Against Children,15,South Carolina,2018
Criminal Forums,10,South Carolina,2018
Denial of Service/TDos,177,South Carolina,2018
Employment,567,South Carolina,2018
Extortion,4,South Carolina,2018
Gambling,148,South Carolina,2018
Government Impersonation,1,South Carolina,2018
Hacktivist,208,South Carolina,2018
Harassment/Threats of Violence,4,South Carolina,2018
Health Care Related,13,South Carolina,2018
IPR/Copyright and Counterfeit,157,South Carolina,2018
Identity Theft,36,South Carolina,2018
Investment,89,South Carolina,2018
Lottery/Sweepstakes/Inheritance,16,South Carolina,2018
Malware/Scareware/Virus,57,South Carolina,2018
Misrepresentation,117,South Carolina,2018
No Lead Value,855,South Carolina,2018
Non-payment/Non-Delivery,53,South Carolina,2018
Other,219,South Carolina,2018
Overpayment,527,South Carolina,2018
Personal Data Breach,331,South Carolina,2018
Phishing/Vishing/Smishing/Pharming,19,South Carolina,2018
Ransomware,13,South Carolina,2018
Re-shipping,135,South Carolina,2018
Real Estate/Rental,185,South Carolina,2018
Spoofing,201,South Carolina,2018
Tech Support,2,South Carolina,2018
Social Media,427,South Carolina,2018
Virtual Currency,321,South Carolina,2018
Advanced Fee,28,South Dakota,2018
BEC/EAC,28,South Dakota,2018
Charity,0,South Dakota,2018
Civil Matter,4,South Dakota,2018
Confidence Fraud/Romance,31,South Dakota,2018
Corporate Data Breach,2,South Dakota,2018
Credit Card Fraud,13,South Dakota,2018
Crimes Against Children,3,South Dakota,2018
Criminal Forums,2,South Dakota,2018
Denial of Service/TDos,12,South Dakota,2018
Employment,91,South Dakota,2018
Extortion,0,South Dakota,2018
Gambling,25,South Dakota,2018
Government Impersonation,0,South Dakota,2018
Hacktivist,16,South Dakota,2018
Harassment/Threats of Violence,0,South Dakota,2018
Health Care Related,3,South Dakota,2018
IPR/Copyright and Counterfeit,21,South Dakota,2018
Identity Theft,8,South Dakota,2018
Investment,14,South Dakota,2018
Lottery/Sweepstakes/Inheritance,2,South Dakota,2018
Malware/Scareware/Virus,7,South Dakota,2018
Misrepresentation,13,South Dakota,2018
No Lead Value,96,South Dakota,2018
Non-payment/Non-Delivery,11,South Dakota,2018
Other,25,South Dakota,2018
Overpayment,70,South Dakota,2018
Personal Data Breach,37,South Dakota,2018
Phishing/Vishing/Smishing/Pharming,2,South Dakota,2018
Ransomware,0,South Dakota,2018
Re-shipping,12,South Dakota,2018
Real Estate/Rental,19,South Dakota,2018
Spoofing,22,South Dakota,2018
Tech Support,0,South Dakota,2018
Social Media,75,South Dakota,2018
Virtual Currency,52,South Dakota,2018
Advanced Fee,275,Tennessee,2018
BEC/EAC,297,Tennessee,2018
Charity,6,Tennessee,2018
Civil Matter,14,Tennessee,2018
Confidence Fraud/Romance,268,Tennessee,2018
Corporate Data Breach,28,Tennessee,2018
Credit Card Fraud,238,Tennessee,2018
Crimes Against Children,28,Tennessee,2018
Criminal Forums,12,Tennessee,2018
Denial of Service/TDos,258,Tennessee,2018
Employment,759,Tennessee,2018
Extortion,1,Tennessee,2018
Gambling,236,Tennessee,2018
Government Impersonation,0,Tennessee,2018
Hacktivist,262,Tennessee,2018
Harassment/Threats of Violence,6,Tennessee,2018
Health Care Related,25,Tennessee,2018
IPR/Copyright and Counterfeit,407,Tennessee,2018
Identity Theft,17,Tennessee,2018
Investment,117,Tennessee,2018
Lottery/Sweepstakes/Inheritance,23,Tennessee,2018
Malware/Scareware/Virus,86,Tennessee,2018
Misrepresentation,691,Tennessee,2018
No Lead Value,"1,020",Tennessee,2018
Non-payment/Non-Delivery,146,Tennessee,2018
Other,228,Tennessee,2018
Overpayment,697,Tennessee,2018
Personal Data Breach,311,Tennessee,2018
Phishing/Vishing/Smishing/Pharming,20,Tennessee,2018
Ransomware,22,Tennessee,2018
Re-shipping,154,Tennessee,2018
Real Estate/Rental,193,Tennessee,2018
Spoofing,245,Tennessee,2018
Tech Support,0,Tennessee,2018
Social Media,581,Tennessee,2018
Virtual Currency,453,Tennessee,2018
Advanced Fee,"1,132",Texas,2018
BEC/EAC,"2,094",Texas,2018
Charity,33,Texas,2018
Civil Matter,72,Texas,2018
Confidence Fraud/Romance,"1,238",Texas,2018
Corporate Data Breach,232,Texas,2018
Credit Card Fraud,873,Texas,2018
Crimes Against Children,76,Texas,2018
Criminal Forums,75,Texas,2018
Denial of Service/TDos,"1,408",Texas,2018
Employment,"3,532",Texas,2018
Extortion,11,Texas,2018
Gambling,858,Texas,2018
Government Impersonation,7,Texas,2018
Hacktivist,"1,122",Texas,2018
Harassment/Threats of Violence,13,Texas,2018
Health Care Related,141,Texas,2018
IPR/Copyright and Counterfeit,946,Texas,2018
Identity Theft,210,Texas,2018
Investment,425,Texas,2018
Lottery/Sweepstakes/Inheritance,186,Texas,2018
Malware/Scareware/Virus,352,Texas,2018
Misrepresentation,"3,709",Texas,2018
No Lead Value,"4,747",Texas,2018
Non-payment/Non-Delivery,484,Texas,2018
Other,"1,301",Texas,2018
Overpayment,"3,349",Texas,2018
Personal Data Breach,"1,434",Texas,2018
Phishing/Vishing/Smishing/Pharming,137,Texas,2018
Ransomware,106,Texas,2018
Re-shipping,707,Texas,2018
Real Estate/Rental,"1,051",Texas,2018
Spoofing,"1,041",Texas,2018
Tech Support,10,Texas,2018
Social Media,"2,642",Texas,2018
Virtual Currency,"2,303",Texas,2018
Advanced Fee,3,United States Minor Outlying Islands,2018
BEC/EAC,0,United States Minor Outlying Islands,2018
Charity,0,United States Minor Outlying Islands,2018
Civil Matter,1,United States Minor Outlying Islands,2018
Confidence Fraud/Romance,4,United States Minor Outlying Islands,2018
Corporate Data Breach,0,United States Minor Outlying Islands,2018
Credit Card Fraud,0,United States Minor Outlying Islands,2018
Crimes Against Children,1,United States Minor Outlying Islands,2018
Criminal Forums,1,United States Minor Outlying Islands,2018
Denial of Service/TDos,0,United States Minor Outlying Islands,2018
Employment,4,United States Minor Outlying Islands,2018
Extortion,0,United States Minor Outlying Islands,2018
Gambling,0,United States Minor Outlying Islands,2018
Government Impersonation,0,United States Minor Outlying Islands,2018
Hacktivist,2,United States Minor Outlying Islands,2018
Harassment/Threats of Violence,0,United States Minor Outlying Islands,2018
Health Care Related,1,United States Minor Outlying Islands,2018
IPR/Copyright and Counterfeit,3,United States Minor Outlying Islands,2018
Identity Theft,1,United States Minor Outlying Islands,2018
Investment,1,United States Minor Outlying Islands,2018
Lottery/Sweepstakes/Inheritance,1,United States Minor Outlying Islands,2018
Malware/Scareware/Virus,0,United States Minor Outlying Islands,2018
Misrepresentation,5,United States Minor Outlying Islands,2018
No Lead Value,8,United States Minor Outlying Islands,2018
Non-payment/Non-Delivery,4,United States Minor Outlying Islands,2018
Other,1,United States Minor Outlying Islands,2018
Overpayment,4,United States Minor Outlying Islands,2018
Personal Data Breach,2,United States Minor Outlying Islands,2018
Phishing/Vishing/Smishing/Pharming,1,United States Minor Outlying Islands,2018
Ransomware,1,United States Minor Outlying Islands,2018
Re-shipping,1,United States Minor Outlying Islands,2018
Real Estate/Rental,1,United States Minor Outlying Islands,2018
Spoofing,3,United States Minor Outlying Islands,2018
Tech Support,0,United States Minor Outlying Islands,2018
Social Media,2,United States Minor Outlying Islands,2018
Virtual Currency,3,United States Minor Outlying Islands,2018
Advanced Fee,129,Utah,2018
BEC/EAC,201,Utah,2018
Charity,1,Utah,2018
Civil Matter,4,Utah,2018
Confidence Fraud/Romance,172,Utah,2018
Corporate Data Breach,23,Utah,2018
Credit Card Fraud,139,Utah,2018
Crimes Against Children,14,Utah,2018
Criminal Forums,8,Utah,2018
Denial of Service/TDos,129,Utah,2018
Employment,588,Utah,2018
Extortion,2,Utah,2018
Gambling,115,Utah,2018
Government Impersonation,1,Utah,2018
Hacktivist,144,Utah,2018
Harassment/Threats of Violence,2,Utah,2018
Health Care Related,11,Utah,2018
IPR/Copyright and Counterfeit,143,Utah,2018
Identity Theft,23,Utah,2018
Investment,69,Utah,2018
Lottery/Sweepstakes/Inheritance,23,Utah,2018
Malware/Scareware/Virus,37,Utah,2018
Misrepresentation,175,Utah,2018
No Lead Value,541,Utah,2018
Non-payment/Non-Delivery,67,Utah,2018
Other,227,Utah,2018
Overpayment,517,Utah,2018
Personal Data Breach,246,Utah,2018
Phishing/Vishing/Smishing/Pharming,13,Utah,2018
Ransomware,3,Utah,2018
Re-shipping,84,Utah,2018
Real Estate/Rental,103,Utah,2018
Spoofing,132,Utah,2018
Tech Support,2,Utah,2018
Social Media,377,Utah,2018
Virtual Currency,398,Utah,2018
Advanced Fee,20,Vermont,2018
BEC/EAC,43,Vermont,2018
Charity,2,Vermont,2018
Civil Matter,5,Vermont,2018
Confidence Fraud/Romance,25,Vermont,2018
Corporate Data Breach,2,Vermont,2018
Credit Card Fraud,19,Vermont,2018
Crimes Against Children,3,Vermont,2018
Criminal Forums,0,Vermont,2018
Denial of Service/TDos,12,Vermont,2018
Employment,105,Vermont,2018
Extortion,0,Vermont,2018
Gambling,15,Vermont,2018
Government Impersonation,0,Vermont,2018
Hacktivist,24,Vermont,2018
Harassment/Threats of Violence,0,Vermont,2018
Health Care Related,6,Vermont,2018
IPR/Copyright and Counterfeit,17,Vermont,2018
Identity Theft,3,Vermont,2018
Investment,10,Vermont,2018
Lottery/Sweepstakes/Inheritance,4,Vermont,2018
Malware/Scareware/Virus,3,Vermont,2018
Misrepresentation,12,Vermont,2018
No Lead Value,75,Vermont,2018
Non-payment/Non-Delivery,16,Vermont,2018
Other,22,Vermont,2018
Overpayment,113,Vermont,2018
Personal Data Breach,54,Vermont,2018
Phishing/Vishing/Smishing/Pharming,5,Vermont,2018
Ransomware,2,Vermont,2018
Re-shipping,32,Vermont,2018
Real Estate/Rental,31,Vermont,2018
Spoofing,35,Vermont,2018
Tech Support,0,Vermont,2018
Social Media,75,Vermont,2018
Virtual Currency,86,Vermont,2018
Advanced Fee,5,Virgin Islands,2018
BEC/EAC,6,Virgin Islands,2018
Charity,0,Virgin Islands,2018
Civil Matter,0,Virgin Islands,2018
Confidence Fraud/Romance,3,Virgin Islands,2018
Corporate Data Breach,1,Virgin Islands,2018
Credit Card Fraud,0,Virgin Islands,2018
Crimes Against Children,0,Virgin Islands,2018
Criminal Forums,0,Virgin Islands,2018
Denial of Service/TDos,2,Virgin Islands,2018
Employment,7,Virgin Islands,2018
Extortion,0,Virgin Islands,2018
Gambling,2,Virgin Islands,2018
Government Impersonation,0,Virgin Islands,2018
Hacktivist,2,Virgin Islands,2018
Harassment/Threats of Violence,0,Virgin Islands,2018
Health Care Related,0,Virgin Islands,2018
IPR/Copyright and Counterfeit,1,Virgin Islands,2018
Identity Theft,2,Virgin Islands,2018
Investment,0,Virgin Islands,2018
Lottery/Sweepstakes/Inheritance,0,Virgin Islands,2018
Malware/Scareware/Virus,7,Virgin Islands,2018
Misrepresentation,1,Virgin Islands,2018
No Lead Value,18,Virgin Islands,2018
Non-payment/Non-Delivery,2,Virgin Islands,2018
Other,0,Virgin Islands,2018
Overpayment,7,Virgin Islands,2018
Personal Data Breach,5,Virgin Islands,2018
Phishing/Vishing/Smishing/Pharming,1,Virgin Islands,2018
Ransomware,0,Virgin Islands,2018
Re-shipping,7,Virgin Islands,2018
Real Estate/Rental,6,Virgin Islands,2018
Spoofing,2,Virgin Islands,2018
Tech Support,0,Virgin Islands,2018
Social Media,9,Virgin Islands,2018
Virtual Currency,5,Virgin Islands,2018
Advanced Fee,465,Virginia,2018
BEC/EAC,662,Virginia,2018
Charity,13,Virginia,2018
Civil Matter,19,Virginia,2018
Confidence Fraud/Romance,480,Virginia,2018
Corporate Data Breach,65,Virginia,2018
Credit Card Fraud,610,Virginia,2018
Crimes Against Children,28,Virginia,2018
Criminal Forums,9,Virginia,2018
Denial of Service/TDos,463,Virginia,2018
Employment,"1,742",Virginia,2018
Extortion,1,Virginia,2018
Gambling,314,Virginia,2018
Government Impersonation,2,Virginia,2018
Hacktivist,598,Virginia,2018
Harassment/Threats of Violence,10,Virginia,2018
Health Care Related,81,Virginia,2018
IPR/Copyright and Counterfeit,509,Virginia,2018
Identity Theft,60,Virginia,2018
Investment,166,Virginia,2018
Lottery/Sweepstakes/Inheritance,166,Virginia,2018
Malware/Scareware/Virus,128,Virginia,2018
Misrepresentation,"5,123",Virginia,2018
No Lead Value,"1,798",Virginia,2018
Non-payment/Non-Delivery,289,Virginia,2018
Other,568,Virginia,2018
Overpayment,"1,518",Virginia,2018
Personal Data Breach,"1,373",Virginia,2018
Phishing/Vishing/Smishing/Pharming,42,Virginia,2018
Ransomware,24,Virginia,2018
Re-shipping,307,Virginia,2018
Real Estate/Rental,594,Virginia,2018
Spoofing,434,Virginia,2018
Tech Support,3,Virginia,2018
Social Media,"1,136",Virginia,2018
Virtual Currency,"1,258",Virginia,2018
Advanced Fee,314,Washington,2018
BEC/EAC,507,Washington,2018
Charity,7,Washington,2018
Civil Matter,23,Washington,2018
Confidence Fraud/Romance,493,Washington,2018
Corporate Data Breach,56,Washington,2018
Credit Card Fraud,413,Washington,2018
Crimes Against Children,61,Washington,2018
Criminal Forums,20,Washington,2018
Denial of Service/TDos,319,Washington,2018
Employment,"1,841",Washington,2018
Extortion,1,Washington,2018
Gambling,281,Washington,2018
Government Impersonation,3,Washington,2018
Hacktivist,495,Washington,2018
Harassment/Threats of Violence,12,Washington,2018
Health Care Related,52,Washington,2018
IPR/Copyright and Counterfeit,387,Washington,2018
Identity Theft,64,Washington,2018
Investment,130,Washington,2018
Lottery/Sweepstakes/Inheritance,95,Washington,2018
Malware/Scareware/Virus,122,Washington,2018
Misrepresentation,"2,599",Washington,2018
No Lead Value,"1,389",Washington,2018
Non-payment/Non-Delivery,228,Washington,2018
Other,444,Washington,2018
Overpayment,"1,595",Washington,2018
Personal Data Breach,500,Washington,2018
Phishing/Vishing/Smishing/Pharming,39,Washington,2018
Ransomware,18,Washington,2018
Re-shipping,357,Washington,2018
Real Estate/Rental,252,Washington,2018
Spoofing,431,Washington,2018
Tech Support,3,Washington,2018
Social Media,"1,196",Washington,2018
Virtual Currency,"1,406",Washington,2018
Advanced Fee,63,West Virginia,2018
BEC/EAC,50,West Virginia,2018
Charity,4,West Virginia,2018
Civil Matter,1,West Virginia,2018
Confidence Fraud/Romance,74,West Virginia,2018
Corporate Data Breach,1,West Virginia,2018
Credit Card Fraud,56,West Virginia,2018
Crimes Against Children,10,West Virginia,2018
Criminal Forums,7,West Virginia,2018
Denial of Service/TDos,46,West Virginia,2018
Employment,144,West Virginia,2018
Extortion,0,West Virginia,2018
Gambling,48,West Virginia,2018
Government Impersonation,0,West Virginia,2018
Hacktivist,58,West Virginia,2018
Harassment/Threats of Violence,2,West Virginia,2018
Health Care Related,10,West Virginia,2018
IPR/Copyright and Counterfeit,68,West Virginia,2018
Identity Theft,7,West Virginia,2018
Investment,34,West Virginia,2018
Lottery/Sweepstakes/Inheritance,13,West Virginia,2018
Malware/Scareware/Virus,11,West Virginia,2018
Misrepresentation,31,West Virginia,2018
No Lead Value,254,West Virginia,2018
Non-payment/Non-Delivery,18,West Virginia,2018
Other,50,West Virginia,2018
Overpayment,197,West Virginia,2018
Personal Data Breach,89,West Virginia,2018
Phishing/Vishing/Smishing/Pharming,3,West Virginia,2018
Ransomware,3,West Virginia,2018
Re-shipping,22,West Virginia,2018
Real Estate/Rental,53,West Virginia,2018
Spoofing,53,West Virginia,2018
Tech Support,1,West Virginia,2018
Social Media,167,West Virginia,2018
Virtual Currency,73,West Virginia,2018
Advanced Fee,502,Wisconsin,2018
BEC/EAC,257,Wisconsin,2018
Charity,24,Wisconsin,2018
Civil Matter,8,Wisconsin,2018
Confidence Fraud/Romance,391,Wisconsin,2018
Corporate Data Breach,27,Wisconsin,2018
Credit Card Fraud,239,Wisconsin,2018
Crimes Against Children,12,Wisconsin,2018
Criminal Forums,12,Wisconsin,2018
Denial of Service/TDos,156,Wisconsin,2018
Employment,733,Wisconsin,2018
Extortion,0,Wisconsin,2018
Gambling,259,Wisconsin,2018
Government Impersonation,2,Wisconsin,2018
Hacktivist,233,Wisconsin,2018
Harassment/Threats of Violence,5,Wisconsin,2018
Health Care Related,28,Wisconsin,2018
IPR/Copyright and Counterfeit,202,Wisconsin,2018
Identity Theft,52,Wisconsin,2018
Investment,319,Wisconsin,2018
Lottery/Sweepstakes/Inheritance,59,Wisconsin,2018
Malware/Scareware/Virus,64,Wisconsin,2018
Misrepresentation,455,Wisconsin,2018
No Lead Value,860,Wisconsin,2018
Non-payment/Non-Delivery,843,Wisconsin,2018
Other,212,Wisconsin,2018
Overpayment,686,Wisconsin,2018
Personal Data Breach,934,Wisconsin,2018
Phishing/Vishing/Smishing/Pharming,25,Wisconsin,2018
Ransomware,7,Wisconsin,2018
Re-shipping,152,Wisconsin,2018
Real Estate/Rental,350,Wisconsin,2018
Spoofing,227,Wisconsin,2018
Tech Support,2,Wisconsin,2018
Social Media,686,Wisconsin,2018
Virtual Currency,464,Wisconsin,2018
Advanced Fee,34,Wyoming,2018
BEC/EAC,29,Wyoming,2018
Charity,0,Wyoming,2018
Civil Matter,1,Wyoming,2018
Confidence Fraud/Romance,33,Wyoming,2018
Corporate Data Breach,5,Wyoming,2018
Credit Card Fraud,27,Wyoming,2018
Crimes Against Children,1,Wyoming,2018
