Crime Type,Subject Count,State/Territory,Year
Tech Support,0,Kansas,2018
Social Media,80,Kansas,2018
Virtual Currency,18,Kansas,2018
Advanced Fee,38,Kentucky,2018
BEC/EAC,21,Kentucky,2018
Charity,3,Kentucky,2018
Civil Matter,2,Kentucky,2018
Confidence Fraud/Romance,71,Kentucky,2018
Corporate Data Breach,7,Kentucky,2018
Credit Card Fraud,40,Kentucky,2018
Crimes Against Children,3,Kentucky,2018
Criminal Forums,1,Kentucky,2018
Denial of Service/TDos,29,Kentucky,2018
Employment,73,Kentucky,2018
Extortion,6,Kentucky,2018
Gambling,15,Kentucky,2018
Government Impersonation,0,Kentucky,2018
Hacktivist,73,Kentucky,2018
Harassment/Threats of Violence,0,Kentucky,2018
Health Care Related,7,Kentucky,2018
IPR/Copyright and Counterfeit,32,Kentucky,2018
Identity Theft,13,Kentucky,2018
Investment,19,Kentucky,2018
Lottery/Sweepstakes/Inheritance,2,Kentucky,2018
Malware/Scareware/Virus,22,Kentucky,2018
Misrepresentation,20,Kentucky,2018
No Lead Value,215,Kentucky,2018
Non-payment/Non-Delivery,28,Kentucky,2018
Other,59,Kentucky,2018
Overpayment,132,Kentucky,2018
Personal Data Breach,30,Kentucky,2018
Phishing/Vishing/Smishing/Pharming,2,Kentucky,2018
Ransomware,1,Kentucky,2018
Re-shipping,14,Kentucky,2018
Real Estate/Rental,30,Kentucky,2018
Spoofing,13,Kentucky,2018
Tech Support,0,Kentucky,2018
Social Media,101,Kentucky,2018
Virtual Currency,42,Kentucky,2018
Advanced Fee,72,Louisiana,2018
BEC/EAC,25,Louisiana,2018
Charity,0,Louisiana,2018
Civil Matter,3,Louisiana,2018
Confidence Fraud/Romance,65,Louisiana,2018
Corporate Data Breach,2,Louisiana,2018
Credit Card Fraud,34,Louisiana,2018
Crimes Against Children,2,Louisiana,2018
Criminal Forums,2,Louisiana,2018
Denial of Service/TDos,43,Louisiana,2018
Employment,52,Louisiana,2018
Extortion,0,Louisiana,2018
Gambling,21,Louisiana,2018
Government Impersonation,0,Louisiana,2018
Hacktivist,79,Louisiana,2018
Harassment/Threats of Violence,1,Louisiana,2018
Health Care Related,5,Louisiana,2018
IPR/Copyright and Counterfeit,29,Louisiana,2018
Identity Theft,10,Louisiana,2018
Investment,16,Louisiana,2018
Lottery/Sweepstakes/Inheritance,1,Louisiana,2018
Malware/Scareware/Virus,13,Louisiana,2018
Misrepresentation,134,Louisiana,2018
No Lead Value,233,Louisiana,2018
Non-payment/Non-Delivery,18,Louisiana,2018
Other,63,Louisiana,2018
Overpayment,148,Louisiana,2018
Personal Data Breach,18,Louisiana,2018
Phishing/Vishing/Smishing/Pharming,0,Louisiana,2018
Ransomware,1,Louisiana,2018
Re-shipping,54,Louisiana,2018
Real Estate/Rental,30,Louisiana,2018
Spoofing,14,Louisiana,2018
Tech Support,0,Louisiana,2018
Social Media,103,Louisiana,2018
Virtual Currency,18,Louisiana,2018
Advanced Fee,16,Maine,2018
BEC/EAC,4,Maine,2018
Charity,1,Maine,2018
Civil Matter,1,Maine,2018
Confidence Fraud/Romance,19,Maine,2018
Corporate Data Breach,0,Maine,2018
Credit Card Fraud,9,Maine,2018
Crimes Against Children,0,Maine,2018
Criminal Forums,0,Maine,2018
Denial of Service/TDos,13,Maine,2018
Employment,12,Maine,2018
Extortion,1,Maine,2018
Gambling,3,Maine,2018
Government Impersonation,0,Maine,2018
Hacktivist,16,Maine,2018
Harassment/Threats of Violence,0,Maine,2018
Health Care Related,0,Maine,2018
IPR/Copyright and Counterfeit,8,Maine,2018
Identity Theft,1,Maine,2018
Investment,3,Maine,2018
Lottery/Sweepstakes/Inheritance,0,Maine,2018
Malware/Scareware/Virus,14,Maine,2018
Misrepresentation,3,Maine,2018
No Lead Value,116,Maine,2018
Non-payment/Non-Delivery,4,Maine,2018
Other,16,Maine,2018
Overpayment,16,Maine,2018
Personal Data Breach,8,Maine,2018
Phishing/Vishing/Smishing/Pharming,0,Maine,2018
Ransomware,4,Maine,2018
Re-shipping,7,Maine,2018
Real Estate/Rental,13,Maine,2018
Spoofing,4,Maine,2018
Tech Support,0,Maine,2018
Social Media,27,Maine,2018
Virtual Currency,9,Maine,2018
Advanced Fee,114,Maryland,2018
BEC/EAC,102,Maryland,2018
Charity,4,Maryland,2018
Civil Matter,11,Maryland,2018
Confidence Fraud/Romance,138,Maryland,2018
Corporate Data Breach,19,Maryland,2018
Credit Card Fraud,90,Maryland,2018
Crimes Against Children,4,Maryland,2018
Criminal Forums,3,Maryland,2018
Denial of Service/TDos,125,Maryland,2018
Employment,165,Maryland,2018
Extortion,1,Maryland,2018
Gambling,83,Maryland,2018
Government Impersonation,1,Maryland,2018
Hacktivist,115,Maryland,2018
Harassment/Threats of Violence,3,Maryland,2018
Health Care Related,11,Maryland,2018
IPR/Copyright and Counterfeit,79,Maryland,2018
Identity Theft,17,Maryland,2018
Investment,26,Maryland,2018
Lottery/Sweepstakes/Inheritance,17,Maryland,2018
Malware/Scareware/Virus,33,Maryland,2018
Misrepresentation,"2,493",Maryland,2018
No Lead Value,565,Maryland,2018
Non-payment/Non-Delivery,23,Maryland,2018
Other,133,Maryland,2018
Overpayment,217,Maryland,2018
Personal Data Breach,86,Maryland,2018
Phishing/Vishing/Smishing/Pharming,0,Maryland,2018
Ransomware,11,Maryland,2018
Re-shipping,59,Maryland,2018
Real Estate/Rental,52,Maryland,2018
Spoofing,76,Maryland,2018
Tech Support,0,Maryland,2018
Social Media,126,Maryland,2018
Virtual Currency,66,Maryland,2018
Advanced Fee,78,Massachusetts,2018
BEC/EAC,63,Massachusetts,2018
Charity,0,Massachusetts,2018
Civil Matter,10,Massachusetts,2018
Confidence Fraud/Romance,106,Massachusetts,2018
Corporate Data Breach,8,Massachusetts,2018
Credit Card Fraud,67,Massachusetts,2018
Crimes Against Children,4,Massachusetts,2018
Criminal Forums,2,Massachusetts,2018
Denial of Service/TDos,110,Massachusetts,2018
Employment,104,Massachusetts,2018
Extortion,0,Massachusetts,2018
Gambling,23,Massachusetts,2018
Government Impersonation,1,Massachusetts,2018
Hacktivist,121,Massachusetts,2018
Harassment/Threats of Violence,4,Massachusetts,2018
Health Care Related,20,Massachusetts,2018
IPR/Copyright and Counterfeit,63,Massachusetts,2018
Identity Theft,16,Massachusetts,2018
Investment,27,Massachusetts,2018
Lottery/Sweepstakes/Inheritance,6,Massachusetts,2018
Malware/Scareware/Virus,55,Massachusetts,2018
Misrepresentation,60,Massachusetts,2018
No Lead Value,383,Massachusetts,2018
Non-payment/Non-Delivery,21,Massachusetts,2018
Other,132,Massachusetts,2018
Overpayment,180,Massachusetts,2018
Personal Data Breach,99,Massachusetts,2018
Phishing/Vishing/Smishing/Pharming,1,Massachusetts,2018
Ransomware,5,Massachusetts,2018
Re-shipping,103,Massachusetts,2018
Real Estate/Rental,39,Massachusetts,2018
Spoofing,46,Massachusetts,2018
Tech Support,2,Massachusetts,2018
Social Media,126,Massachusetts,2018
Virtual Currency,59,Massachusetts,2018
Advanced Fee,126,Michigan,2018
BEC/EAC,74,Michigan,2018
Charity,2,Michigan,2018
Civil Matter,17,Michigan,2018
Confidence Fraud/Romance,146,Michigan,2018
Corporate Data Breach,13,Michigan,2018
Credit Card Fraud,96,Michigan,2018
Crimes Against Children,11,Michigan,2018
Criminal Forums,4,Michigan,2018
Denial of Service/TDos,110,Michigan,2018
Employment,105,Michigan,2018
Extortion,0,Michigan,2018
Gambling,22,Michigan,2018
Government Impersonation,0,Michigan,2018
Hacktivist,132,Michigan,2018
Harassment/Threats of Violence,3,Michigan,2018
Health Care Related,20,Michigan,2018
IPR/Copyright and Counterfeit,94,Michigan,2018
Identity Theft,26,Michigan,2018
Investment,32,Michigan,2018
Lottery/Sweepstakes/Inheritance,13,Michigan,2018
Malware/Scareware/Virus,45,Michigan,2018
Misrepresentation,415,Michigan,2018
No Lead Value,694,Michigan,2018
Non-payment/Non-Delivery,44,Michigan,2018
Other,156,Michigan,2018
Overpayment,216,Michigan,2018
Personal Data Breach,71,Michigan,2018
Phishing/Vishing/Smishing/Pharming,1,Michigan,2018
Ransomware,6,Michigan,2018
Re-shipping,48,Michigan,2018
Real Estate/Rental,73,Michigan,2018
Spoofing,48,Michigan,2018
Tech Support,0,Michigan,2018
Social Media,251,Michigan,2018
Virtual Currency,46,Michigan,2018
Advanced Fee,48,Minnesota,2018
BEC/EAC,43,Minnesota,2018
Charity,0,Minnesota,2018
Civil Matter,9,Minnesota,2018
Confidence Fraud/Romance,70,Minnesota,2018
Corporate Data Breach,8,Minnesota,2018
Credit Card Fraud,56,Minnesota,2018
Crimes Against Children,4,Minnesota,2018
Criminal Forums,0,Minnesota,2018
Denial of Service/TDos,69,Minnesota,2018
Employment,63,Minnesota,2018
Extortion,0,Minnesota,2018
Gambling,20,Minnesota,2018
Government Impersonation,0,Minnesota,2018
Hacktivist,72,Minnesota,2018
Harassment/Threats of Violence,3,Minnesota,2018
Health Care Related,12,Minnesota,2018
IPR/Copyright and Counterfeit,38,Minnesota,2018
Identity Theft,7,Minnesota,2018
Investment,10,Minnesota,2018
Lottery/Sweepstakes/Inheritance,10,Minnesota,2018
Malware/Scareware/Virus,21,Minnesota,2018
Misrepresentation,54,Minnesota,2018
No Lead Value,318,Minnesota,2018
Non-payment/Non-Delivery,12,Minnesota,2018
Other,72,Minnesota,2018
Overpayment,116,Minnesota,2018
Personal Data Breach,29,Minnesota,2018
Phishing/Vishing/Smishing/Pharming,1,Minnesota,2018
Ransomware,4,Minnesota,2018
Re-shipping,30,Minnesota,2018
Real Estate/Rental,29,Minnesota,2018
Spoofing,18,Minnesota,2018
Tech Support,0,Minnesota,2018
Social Media,88,Minnesota,2018
Virtual Currency,38,Minnesota,2018
Advanced Fee,38,Mississippi,2018
BEC/EAC,8,Mississippi,2018
Charity,0,Mississippi,2018
Civil Matter,1,Mississippi,2018
Confidence Fraud/Romance,43,Mississippi,2018
Corporate Data Breach,2,Mississippi,2018
Credit Card Fraud,21,Mississippi,2018
Crimes Against Children,0,Mississippi,2018
Criminal Forums,1,Mississippi,2018
Denial of Service/TDos,36,Mississippi,2018
Employment,15,Mississippi,2018
Extortion,1,Mississippi,2018
Gambling,6,Mississippi,2018
Government Impersonation,0,Mississippi,2018
Hacktivist,41,Mississippi,2018
Harassment/Threats of Violence,4,Mississippi,2018
Health Care Related,1,Mississippi,2018
IPR/Copyright and Counterfeit,34,Mississippi,2018
Identity Theft,4,Mississippi,2018
Investment,9,Mississippi,2018
Lottery/Sweepstakes/Inheritance,0,Mississippi,2018
Malware/Scareware/Virus,5,Mississippi,2018
Misrepresentation,64,Mississippi,2018
No Lead Value,347,Mississippi,2018
Non-payment/Non-Delivery,10,Mississippi,2018
Other,42,Mississippi,2018
Overpayment,61,Mississippi,2018
Personal Data Breach,12,Mississippi,2018
Phishing/Vishing/Smishing/Pharming,0,Mississippi,2018
Ransomware,2,Mississippi,2018
Re-shipping,28,Mississippi,2018
Real Estate/Rental,42,Mississippi,2018
Spoofing,1,Mississippi,2018
Tech Support,0,Mississippi,2018
Social Media,59,Mississippi,2018
Virtual Currency,11,Mississippi,2018
Advanced Fee,85,Missouri,2018
BEC/EAC,56,Missouri,2018
Charity,0,Missouri,2018
Civil Matter,9,Missouri,2018
Confidence Fraud/Romance,94,Missouri,2018
Corporate Data Breach,10,Missouri,2018
Credit Card Fraud,72,Missouri,2018
Crimes Against Children,2,Missouri,2018
Criminal Forums,1,Missouri,2018
Denial of Service/TDos,74,Missouri,2018
Employment,79,Missouri,2018
Extortion,0,Missouri,2018
Gambling,25,Missouri,2018
Government Impersonation,0,Missouri,2018
Hacktivist,107,Missouri,2018
Harassment/Threats of Violence,0,Missouri,2018
Health Care Related,5,Missouri,2018
IPR/Copyright and Counterfeit,76,Missouri,2018
Identity Theft,13,Missouri,2018
Investment,24,Missouri,2018
Lottery/Sweepstakes/Inheritance,7,Missouri,2018
Malware/Scareware/Virus,48,Missouri,2018
Misrepresentation,30,Missouri,2018
No Lead Value,520,Missouri,2018
Non-payment/Non-Delivery,30,Missouri,2018
Other,78,Missouri,2018
Overpayment,163,Missouri,2018
Personal Data Breach,71,Missouri,2018
Phishing/Vishing/Smishing/Pharming,0,Missouri,2018
Ransomware,6,Missouri,2018
Re-shipping,62,Missouri,2018
Real Estate/Rental,88,Missouri,2018
Spoofing,27,Missouri,2018
Tech Support,1,Missouri,2018
Social Media,115,Missouri,2018
Virtual Currency,40,Missouri,2018
Advanced Fee,39,Montana,2018
BEC/EAC,10,Montana,2018
Charity,0,Montana,2018
Civil Matter,6,Montana,2018
Confidence Fraud/Romance,9,Montana,2018
Corporate Data Breach,2,Montana,2018
Credit Card Fraud,6,Montana,2018
Crimes Against Children,1,Montana,2018
Criminal Forums,0,Montana,2018
Denial of Service/TDos,9,Montana,2018
Employment,10,Montana,2018
Extortion,0,Montana,2018
Gambling,2,Montana,2018
Government Impersonation,0,Montana,2018
Hacktivist,12,Montana,2018
Harassment/Threats of Violence,0,Montana,2018
Health Care Related,0,Montana,2018
IPR/Copyright and Counterfeit,12,Montana,2018
Identity Theft,2,Montana,2018
Investment,1,Montana,2018
Lottery/Sweepstakes/Inheritance,2,Montana,2018
Malware/Scareware/Virus,4,Montana,2018
Misrepresentation,0,Montana,2018
No Lead Value,613,Montana,2018
Non-payment/Non-Delivery,9,Montana,2018
Other,14,Montana,2018
Overpayment,13,Montana,2018
Personal Data Breach,13,Montana,2018
Phishing/Vishing/Smishing/Pharming,0,Montana,2018
Ransomware,1,Montana,2018
Re-shipping,13,Montana,2018
Real Estate/Rental,75,Montana,2018
Spoofing,8,Montana,2018
Tech Support,0,Montana,2018
Social Media,41,Montana,2018
Virtual Currency,7,Montana,2018
Advanced Fee,91,Nebraska,2018
BEC/EAC,15,Nebraska,2018
Charity,1,Nebraska,2018
Civil Matter,1,Nebraska,2018
Confidence Fraud/Romance,18,Nebraska,2018
Corporate Data Breach,2,Nebraska,2018
Credit Card Fraud,15,Nebraska,2018
Crimes Against Children,3,Nebraska,2018
Criminal Forums,0,Nebraska,2018
Denial of Service/TDos,27,Nebraska,2018
Employment,16,Nebraska,2018
Extortion,0,Nebraska,2018
Gambling,5,Nebraska,2018
Government Impersonation,0,Nebraska,2018
Hacktivist,21,Nebraska,2018
Harassment/Threats of Violence,0,Nebraska,2018
Health Care Related,2,Nebraska,2018
IPR/Copyright and Counterfeit,16,Nebraska,2018
Identity Theft,9,Nebraska,2018
Investment,2,Nebraska,2018
Lottery/Sweepstakes/Inheritance,0,Nebraska,2018
Malware/Scareware/Virus,25,Nebraska,2018
Misrepresentation,14,Nebraska,2018
No Lead Value,"1,421",Nebraska,2018
Non-payment/Non-Delivery,16,Nebraska,2018
Other,25,Nebraska,2018
Overpayment,27,Nebraska,2018
Personal Data Breach,22,Nebraska,2018
Phishing/Vishing/Smishing/Pharming,0,Nebraska,2018
Ransomware,3,Nebraska,2018
Re-shipping,11,Nebraska,2018
Real Estate/Rental,158,Nebraska,2018
Spoofing,8,Nebraska,2018
Tech Support,0,Nebraska,2018
Social Media,81,Nebraska,2018
Virtual Currency,16,Nebraska,2018
Advanced Fee,192,Nevada,2018
BEC/EAC,78,Nevada,2018
Charity,5,Nevada,2018
Civil Matter,24,Nevada,2018
Confidence Fraud/Romance,92,Nevada,2018
Corporate Data Breach,16,Nevada,2018
Credit Card Fraud,140,Nevada,2018
Crimes Against Children,6,Nevada,2018
Criminal Forums,3,Nevada,2018
Denial of Service/TDos,82,Nevada,2018
Employment,86,Nevada,2018
Extortion,3,Nevada,2018
Gambling,15,Nevada,2018
Government Impersonation,0,Nevada,2018
Hacktivist,252,Nevada,2018
Harassment/Threats of Violence,7,Nevada,2018
Health Care Related,14,Nevada,2018
IPR/Copyright and Counterfeit,124,Nevada,2018
Identity Theft,56,Nevada,2018
Investment,52,Nevada,2018
Lottery/Sweepstakes/Inheritance,26,Nevada,2018
Malware/Scareware/Virus,72,Nevada,2018
Misrepresentation,148,Nevada,2018
No Lead Value,474,Nevada,2018
Non-payment/Non-Delivery,89,Nevada,2018
Other,102,Nevada,2018
Overpayment,243,Nevada,2018
Personal Data Breach,78,Nevada,2018
Phishing/Vishing/Smishing/Pharming,2,Nevada,2018
Ransomware,4,Nevada,2018
Re-shipping,261,Nevada,2018
Real Estate/Rental,67,Nevada,2018
Spoofing,95,Nevada,2018
Tech Support,0,Nevada,2018
Social Media,243,Nevada,2018
Virtual Currency,46,Nevada,2018
Advanced Fee,17,New Hampshire,2018
BEC/EAC,15,New Hampshire,2018
Charity,0,New Hampshire,2018
Civil Matter,2,New Hampshire,2018
Confidence Fraud/Romance,11,New Hampshire,2018
Corporate Data Breach,1,New Hampshire,2018
Credit Card Fraud,12,New Hampshire,2018
Crimes Against Children,1,New Hampshire,2018
Criminal Forums,0,New Hampshire,2018
Denial of Service/TDos,10,New Hampshire,2018
Employment,13,New Hampshire,2018
Extortion,0,New Hampshire,2018
Gambling,5,New Hampshire,2018
Government Impersonation,0,New Hampshire,2018
Hacktivist,11,New Hampshire,2018
Harassment/Threats of Violence,1,New Hampshire,2018
Health Care Related,2,New Hampshire,2018
IPR/Copyright and Counterfeit,21,New Hampshire,2018
Identity Theft,5,New Hampshire,2018
Investment,2,New Hampshire,2018
Lottery/Sweepstakes/Inheritance,1,New Hampshire,2018
Malware/Scareware/Virus,7,New Hampshire,2018
Misrepresentation,2,New Hampshire,2018
No Lead Value,84,New Hampshire,2018
Non-payment/Non-Delivery,4,New Hampshire,2018
Other,19,New Hampshire,2018
Overpayment,33,New Hampshire,2018
Personal Data Breach,14,New Hampshire,2018
Phishing/Vishing/Smishing/Pharming,1,New Hampshire,2018
Ransomware,0,New Hampshire,2018
Re-shipping,17,New Hampshire,2018
Real Estate/Rental,17,New Hampshire,2018
Spoofing,8,New Hampshire,2018
Tech Support,0,New Hampshire,2018
Social Media,20,New Hampshire,2018
Virtual Currency,3,New Hampshire,2018
Advanced Fee,151,New Jersey,2018
BEC/EAC,129,New Jersey,2018
Charity,4,New Jersey,2018
Civil Matter,11,New Jersey,2018
Confidence Fraud/Romance,234,New Jersey,2018
Corporate Data Breach,19,New Jersey,2018
Credit Card Fraud,193,New Jersey,2018
Crimes Against Children,60,New Jersey,2018
Criminal Forums,4,New Jersey,2018
Denial of Service/TDos,280,New Jersey,2018
Employment,138,New Jersey,2018
Extortion,1,New Jersey,2018
Gambling,41,New Jersey,2018
Government Impersonation,0,New Jersey,2018
Hacktivist,159,New Jersey,2018
Harassment/Threats of Violence,1,New Jersey,2018
Health Care Related,25,New Jersey,2018
IPR/Copyright and Counterfeit,165,New Jersey,2018
Identity Theft,40,New Jersey,2018
Investment,36,New Jersey,2018
Lottery/Sweepstakes/Inheritance,15,New Jersey,2018
Malware/Scareware/Virus,78,New Jersey,2018
Misrepresentation,734,New Jersey,2018
No Lead Value,972,New Jersey,2018
Non-payment/Non-Delivery,49,New Jersey,2018
Other,178,New Jersey,2018
Overpayment,334,New Jersey,2018
Personal Data Breach,181,New Jersey,2018
Phishing/Vishing/Smishing/Pharming,1,New Jersey,2018
Ransomware,111,New Jersey,2018
Re-shipping,130,New Jersey,2018
Real Estate/Rental,185,New Jersey,2018
Spoofing,128,New Jersey,2018
Tech Support,0,New Jersey,2018
Social Media,201,New Jersey,2018
Virtual Currency,87,New Jersey,2018
Advanced Fee,33,New Mexico,2018
BEC/EAC,19,New Mexico,2018
Charity,0,New Mexico,2018
Civil Matter,5,New Mexico,2018
Confidence Fraud/Romance,27,New Mexico,2018
Corporate Data Breach,0,New Mexico,2018
Credit Card Fraud,16,New Mexico,2018
Crimes Against Children,3,New Mexico,2018
Criminal Forums,1,New Mexico,2018
Denial of Service/TDos,17,New Mexico,2018
Employment,39,New Mexico,2018
Extortion,2,New Mexico,2018
Gambling,8,New Mexico,2018
Government Impersonation,0,New Mexico,2018
Hacktivist,35,New Mexico,2018
Harassment/Threats of Violence,1,New Mexico,2018
Health Care Related,6,New Mexico,2018
IPR/Copyright and Counterfeit,20,New Mexico,2018
Identity Theft,4,New Mexico,2018
Investment,9,New Mexico,2018
Lottery/Sweepstakes/Inheritance,3,New Mexico,2018
Malware/Scareware/Virus,5,New Mexico,2018
Misrepresentation,22,New Mexico,2018
No Lead Value,115,New Mexico,2018
Non-payment/Non-Delivery,13,New Mexico,2018
Other,29,New Mexico,2018
Overpayment,44,New Mexico,2018
Personal Data Breach,22,New Mexico,2018
Phishing/Vishing/Smishing/Pharming,0,New Mexico,2018
Ransomware,1,New Mexico,2018
Re-shipping,31,New Mexico,2018
Real Estate/Rental,11,New Mexico,2018
Spoofing,11,New Mexico,2018
Tech Support,0,New Mexico,2018
Social Media,49,New Mexico,2018
Virtual Currency,16,New Mexico,2018
Advanced Fee,599,New York,2018
BEC/EAC,255,New York,2018
Charity,5,New York,2018
Civil Matter,37,New York,2018
Confidence Fraud/Romance,531,New York,2018
Corporate Data Breach,41,New York,2018
Credit Card Fraud,437,New York,2018
Crimes Against Children,19,New York,2018
Criminal Forums,12,New York,2018
Denial of Service/TDos,695,New York,2018
Employment,417,New York,2018
Extortion,5,New York,2018
Gambling,269,New York,2018
Government Impersonation,0,New York,2018
Hacktivist,405,New York,2018
Harassment/Threats of Violence,6,New York,2018
Health Care Related,62,New York,2018
IPR/Copyright and Counterfeit,245,New York,2018
Identity Theft,155,New York,2018
Investment,226,New York,2018
Lottery/Sweepstakes/Inheritance,42,New York,2018
